sample_id,source_name,source_type,page_type,page_width_mm,page_height_mm,spread_used,image_count,text_length_level,text_length_chars,has_title,has_subtitle,style_category,layout_family,pattern_id,image_arrangement,text_position,image_text_relation,hero_image_exists,hero_image_index,image_orientations,image_ratio_summary,reading_priority,visual_priority,white_space_level,alignment_type,grid_type,composition_axis,symmetry_level,rhythm_type,caption_used,overlay_text,body_column_count,body_position,title_position,main_image_position,secondary_image_position,overflow_strategy,why_this_layout_works,design_notes,quality_score
spread_105,Synthetic Visual Essay 105,report,spread,148,210,true,2,short,867,true,false,Magazine,image-first,two_equal_images,one_image_each_page,small_text_center,parallel_examples,true,1,landscape;landscape,wide,low,high,medium,grid_aligned,spread_split,horizontal,symmetric,paired,false,false,0,bottom_center,top_left,left_and_right_pages,equal_pair,next_page,two_equal_images suits 2 image(s) with short text because it keeps visual impact while maintaining separated image and text areas.,"Synthetic augmented reference for LLM layout planning; use as structured design example, not as real publication evidence.",2
spread_106,Synthetic Archive Layout 106,brand_case,spread,148,210,true,2,medium,2586,true,true,Editorial,balanced,hero_image_plus_secondary,one_large_one_small,bottom_area,text_explains_image_hierarchy,true,1,portrait;portrait,tall,medium,high,medium,grid_aligned,two_column,vertical,asymmetric,stable,false,false,1,lower_left,top_left,top_large,lower_right,next_page,hero_image_plus_secondary suits 2 image(s) with medium text because it keeps image-text balance while maintaining separated image and text areas.,"Synthetic augmented reference for LLM layout planning; use as structured design example, not as real publication evidence.",4
spread_107,Synthetic Campaign Report 107,archive,spread,148,210,true,4,short,271,true,false,Editorial,balanced,grid_2x2_with_text,modular_image_grid,right_page_text,images_as_grouped_evidence,false,,landscape;portrait;portrait;square,mixed,medium,high,medium,grid_aligned,modular_grid,horizontal,semi_symmetric,stable,false,false,1,right_page,top_left,grid_area,grid,next_page,grid_2x2_with_text suits 4 image(s) with short text because it keeps image-text balance while maintaining separated image and text areas.,"Synthetic augmented reference for LLM layout planning; use as structured design example, not as real publication evidence.",1
spread_108,Synthetic Campaign Report 108,brand_case,spread,148,210,true,3,medium,1879,true,true,Magazine,image-first,hero_plus_grid,large_image_with_small_grid,lower_right,support_images_extend_story,true,1,landscape;landscape;square,mixed,medium,high,low,left_aligned,hero_grid,horizontal,asymmetric,layered,false,false,1,lower_right,none,top_large,support_grid,next_page,hero_plus_grid suits 3 image(s) with medium text because it keeps visual impact while maintaining separated image and text areas.,"Synthetic augmented reference for LLM layout planning; use as structured design example, not as real publication evidence.",2
spread_109,Synthetic Trend Report 109,trend_report,spread,148,210,true,6,medium,3169,false,false,Editorial,balanced,gallery_with_text_block,image_cluster_text_block,beside_gallery,text_contextualizes_gallery,true,1,portrait;portrait;landscape;square;landscape;square,mixed,medium,medium,medium,grid_aligned,modular_grid,vertical,asymmetric,dynamic,false,false,1,right_page,none,gallery_area,gallery,next_page,gallery_with_text_block suits 6 image(s) with medium text because it keeps image-text balance while maintaining separated image and text areas.,"Synthetic augmented reference for LLM layout planning; use as structured design example, not as real publication evidence.",1
spread_110,Synthetic Magazine Spread 110,editorial,spread,148,210,true,6,medium,1316,true,false,Exhibition Catalog,text-first,one_page_gallery_one_page_text,image_page_text_page,right_page_text,images_support_long_text,true,1,portrait;portrait;landscape;square;landscape;square,mixed,high,medium,high,grid_aligned,adaptive_grid,horizontal,semi_symmetric,quiet,false,false,1,right_page,top_left,right_page_gallery,grid,next_page,one_page_gallery_one_page_text suits 6 image(s) with medium text because it keeps reading flow while maintaining separated image and text areas.,"Synthetic augmented reference for LLM layout planning; use as structured design example, not as real publication evidence.",2
spread_111,Synthetic Archive Layout 111,archive,spread,148,210,true,1,short,1016,true,true,Exhibition Catalog,image-first,single_full_page,one_large_image,left_page_title,image_leads_section,true,1,portrait,tall,low,high,high,centered,single_axis,horizontal,asymmetric,stable,false,false,0,none,center_left,dominant_right,none,next_page,single_full_page suits 1 image(s) with short text because it keeps visual impact while maintaining separated image and text areas.,"Synthetic augmented reference for LLM layout planning; use as structured design example, not as real publication evidence.",1
spread_112,Synthetic Archive Layout 112,magazine,spread,148,210,true,1,short,599,true,false,Editorial,balanced,single_page_with_text_below,image_above_text,bottom_area,text_explains_image,true,1,square,square,medium,medium,medium,grid_aligned,single_column,vertical,asymmetric,stable,false,false,1,bottom_full,none,top_area,none,next_page,single_page_with_text_below suits 1 image(s) with short text because it keeps image-text balance while maintaining separated image and text areas.,"Synthetic augmented reference for LLM layout planning; use as structured design example, not as real publication evidence.",2
spread_113,Synthetic Editorial Reference 113,magazine,spread,148,210,true,1,long,4771,true,false,Exhibition Catalog,balanced,single_left_image_right_text,image_page_text_page,right_of_image,text_interprets_image,true,1,landscape,wide,medium,medium,high,grid_aligned,two_column,horizontal,semi_symmetric,stable,false,false,1,right_center,none,left_page_center,none,next_page,single_left_image_right_text suits 1 image(s) with long text because it keeps image-text balance while maintaining separated image and text areas.,"Synthetic augmented reference for LLM layout planning; use as structured design example, not as real publication evidence.",2
spread_114,Synthetic Gallery Spread 114,archive,spread,148,210,true,1,medium,2939,true,false,Editorial,text-first,single_left_text_right_image,left_text_right_image,left_of_image,image_supports_text,false,,portrait,tall,high,medium,medium,left_aligned,spread_split,horizontal,asymmetric,quiet,false,false,1,left_page,none,right_page_full,none,next_page,single_left_text_right_image suits 1 image(s) with medium text because it keeps reading flow while maintaining separated image and text areas.,"Synthetic augmented reference for LLM layout planning; use as structured design example, not as real publication evidence.",2
spread_115,Synthetic Archive Layout 115,magazine,spread,148,210,true,2,short,1130,true,false,Exhibition Catalog,image-first,two_equal_images,paired_images,small_text_center,images_compare_each_other,true,1,square;landscape,mixed,low,high,high,centered,two_column,horizontal,symmetric,paired,false,false,1,bottom_center,top_left,left_and_right_pages,equal_pair,next_page,two_equal_images suits 2 image(s) with short text because it keeps visual impact while maintaining separated image and text areas.,"Synthetic augmented reference for LLM layout planning; use as structured design example, not as real publication evidence.",2
spread_116,Synthetic Trend Report 116,editorial,spread,148,210,true,2,medium,1665,true,false,Magazine,balanced,hero_image_plus_secondary,one_large_one_small,bottom_area,hero_leads_support_explains,true,1,landscape;portrait,mixed,medium,high,medium,grid_aligned,two_column,vertical,asymmetric,stable,false,false,1,bottom_right,top_left,left_large,right_small,next_page,hero_image_plus_secondary suits 2 image(s) with medium text because it keeps image-text balance while maintaining separated image and text areas.,"Synthetic augmented reference for LLM layout planning; use as structured design example, not as real publication evidence.",2
spread_117,Synthetic Research Booklet 117,report,spread,148,210,true,3,medium,2390,false,false,Editorial,balanced,grid_2x2_with_text,modular_image_grid,opposite_page_text,text_summarizes_gallery,false,,landscape;portrait;square,mixed,medium,medium,medium,grid_aligned,modular_grid,vertical,semi_symmetric,stable,false,false,1,bottom_left,none,grid_area,grid,next_page,grid_2x2_with_text suits 3 image(s) with medium text because it keeps image-text balance while maintaining separated image and text areas.,"Synthetic augmented reference for LLM layout planning; use as structured design example, not as real publication evidence.",4
spread_118,Synthetic Brand Case Study 118,report,spread,148,210,true,3,short,921,false,false,Exhibition Catalog,image-first,hero_plus_grid,large_image_with_small_grid,small_text_below_grid,hero_image_leads_gallery,true,1,portrait;portrait;landscape,mixed,low,high,medium,left_aligned,hero_grid,vertical,asymmetric,dynamic,false,false,1,right_page,none,left_large,right_grid,next_page,hero_plus_grid suits 3 image(s) with short text because it keeps visual impact while maintaining separated image and text areas.,"Synthetic augmented reference for LLM layout planning; use as structured design example, not as real publication evidence.",4
spread_119,Synthetic Research Booklet 119,magazine,spread,148,210,true,4,medium,1524,true,false,Editorial,balanced,gallery_with_text_block,image_cluster_text_block,right_page_text,text_explains_image_set,false,,landscape;portrait;portrait;square,mixed,medium,medium,medium,grid_aligned,adaptive_grid,horizontal,semi_symmetric,stable,false,false,1,right_page,top_left,gallery_area,gallery,next_page,gallery_with_text_block suits 4 image(s) with medium text because it keeps image-text balance while maintaining separated image and text areas.,"Synthetic augmented reference for LLM layout planning; use as structured design example, not as real publication evidence.",4
spread_120,Synthetic Exhibition Catalog 120,brand_case,spread,148,210,true,6,medium,2864,true,true,Exhibition Catalog,text-first,one_page_gallery_one_page_text,image_page_text_page,left_page_text,text_contextualizes_images,true,1,portrait;portrait;landscape;square;landscape;square,mixed,high,medium,medium,grid_aligned,adaptive_grid,horizontal,asymmetric,quiet,false,false,1,left_page,none,right_page_gallery,gallery,next_page,one_page_gallery_one_page_text suits 6 image(s) with medium text because it keeps reading flow while maintaining separated image and text areas.,"Synthetic augmented reference for LLM layout planning; use as structured design example, not as real publication evidence.",2
spread_121,Synthetic Trend Report 121,exhibition_catalog,spread,148,210,true,1,short,587,true,false,Exhibition Catalog,image-first,single_full_page,one_large_image,left_page_title,image_sets_mood,true,1,square,square,low,high,high,left_aligned,two_column,vertical,asymmetric,stable,false,false,0,none,center_left,full_page,none,next_page,single_full_page suits 1 image(s) with short text because it keeps visual impact while maintaining separated image and text areas.,"Synthetic augmented reference for LLM layout planning; use as structured design example, not as real publication evidence.",2
spread_122,Synthetic Research Booklet 122,exhibition_catalog,spread,148,210,true,1,medium,2187,false,false,Editorial,balanced,single_page_with_text_below,image_above_text,bottom_area,text_explains_image,true,1,landscape,wide,medium,high,medium,grid_aligned,modular_grid,vertical,semi_symmetric,stable,false,false,1,bottom_full,none,top_area,none,next_page,single_page_with_text_below suits 1 image(s) with medium text because it keeps image-text balance while maintaining separated image and text areas.,"Synthetic augmented reference for LLM layout planning; use as structured design example, not as real publication evidence.",2
spread_123,Synthetic Research Booklet 123,magazine,spread,148,210,true,1,medium,1502,true,true,Editorial,balanced,single_left_image_right_text,image_page_text_page,right_of_image,text_interprets_image,true,1,portrait,tall,medium,medium,medium,grid_aligned,spread_split,horizontal,semi_symmetric,stable,false,false,1,right_center,top_right,left_page_full,none,next_page,single_left_image_right_text suits 1 image(s) with medium text because it keeps image-text balance while maintaining separated image and text areas.,"Synthetic augmented reference for LLM layout planning; use as structured design example, not as real publication evidence.",1
spread_124,Synthetic Visual Essay 124,magazine,spread,148,210,true,1,long,4166,true,false,Editorial,text-first,single_left_text_right_image,text_page_image_page,left_of_image,image_as_evidence,false,,portrait,tall,high,medium,high,left_aligned,spread_split,horizontal,asymmetric,quiet,false,false,1,left_page,none,right_page_full,none,next_page,single_left_text_right_image suits 1 image(s) with long text because it keeps reading flow while maintaining separated image and text areas.,"Synthetic augmented reference for LLM layout planning; use as structured design example, not as real publication evidence.",4
spread_125,Synthetic Archive Layout 125,editorial,spread,148,210,true,2,short,576,true,false,Magazine,image-first,two_equal_images,two_images_side_by_side,small_text_center,parallel_examples,false,,square;landscape,mixed,low,high,medium,grid_aligned,spread_split,horizontal,symmetric,paired,false,false,0,bottom_center,none,left_and_right_pages,equal_pair,next_page,two_equal_images suits 2 image(s) with short text because it keeps visual impact while maintaining separated image and text areas.,"Synthetic augmented reference for LLM layout planning; use as structured design example, not as real publication evidence.",4
spread_126,Synthetic Research Booklet 126,magazine,spread,148,210,true,2,medium,3438,true,true,Editorial,balanced,hero_image_plus_secondary,hero_plus_secondary,bottom_area,text_explains_image_hierarchy,true,1,square;landscape,mixed,medium,high,medium,grid_aligned,two_column,horizontal,asymmetric,stable,false,false,1,lower_left,none,top_large,lower_right,next_page,hero_image_plus_secondary suits 2 image(s) with medium text because it keeps image-text balance while maintaining separated image and text areas.,"Synthetic augmented reference for LLM layout planning; use as structured design example, not as real publication evidence.",2
spread_127,Synthetic Magazine Spread 127,brand_case,spread,148,210,true,4,medium,1800,false,false,Editorial,balanced,grid_2x2_with_text,modular_image_grid,opposite_page_text,images_as_grouped_evidence,false,,landscape;portrait;portrait;square,mixed,medium,high,medium,grid_aligned,2x2_grid,vertical,symmetric,modular,false,false,1,right_page,none,grid_area,grid,next_page,grid_2x2_with_text suits 4 image(s) with medium text because it keeps image-text balance while maintaining separated image and text areas.,"Synthetic augmented reference for LLM layout planning; use as structured design example, not as real publication evidence.",2
spread_128,Synthetic Brand Case Study 128,trend_report,spread,148,210,true,3,short,361,true,false,Magazine,image-first,hero_plus_grid,hero_plus_support_grid,small_text_below_grid,hero_image_leads_gallery,true,1,landscape;landscape;square,mixed,medium,high,low,grid_aligned,hero_grid,vertical,asymmetric,dynamic,false,false,1,lower_right,top_left,left_large,support_grid,next_page,hero_plus_grid suits 3 image(s) with short text because it keeps visual impact while maintaining separated image and text areas.,"Synthetic augmented reference for LLM layout planning; use as structured design example, not as real publication evidence.",2
spread_129,Synthetic Trend Report 129,trend_report,spread,148,210,true,3,medium,1238,false,false,Editorial,balanced,gallery_with_text_block,image_cluster_text_block,beside_gallery,text_contextualizes_gallery,false,,portrait;portrait;landscape,mixed,medium,medium,high,left_aligned,adaptive_grid,vertical,semi_symmetric,stable,false,false,1,bottom_left,none,gallery_area,gallery,next_page,gallery_with_text_block suits 3 image(s) with medium text because it keeps image-text balance while maintaining separated image and text areas.,"Synthetic augmented reference for LLM layout planning; use as structured design example, not as real publication evidence.",4
spread_130,Synthetic Visual Essay 130,archive,spread,148,210,true,5,medium,1992,false,false,Exhibition Catalog,text-first,one_page_gallery_one_page_text,gallery_on_one_page_text_on_other,left_page_text,images_support_long_text,true,1,landscape;portrait;square;portrait;landscape,mixed,high,medium,medium,left_aligned,spread_split,horizontal,semi_symmetric,quiet,false,false,1,right_page,none,right_page_gallery,gallery,next_page,one_page_gallery_one_page_text suits 5 image(s) with medium text because it keeps reading flow while maintaining separated image and text areas.,"Synthetic augmented reference for LLM layout planning; use as structured design example, not as real publication evidence.",2
spread_131,Synthetic Trend Report 131,archive,spread,148,210,true,1,short,816,true,false,Magazine,image-first,single_full_page,opposite_title_full_image,left_page_title,image_sets_mood,true,1,portrait,tall,low,high,high,left_aligned,single_axis,vertical,asymmetric,quiet,false,false,0,none,left_page_center,right_page_full,none,next_page,single_full_page suits 1 image(s) with short text because it keeps visual impact while maintaining separated image and text areas.,"Synthetic augmented reference for LLM layout planning; use as structured design example, not as real publication evidence.",2
spread_132,Synthetic Brand Case Study 132,brand_case,spread,148,210,true,1,medium,3402,true,false,Magazine,balanced,single_page_with_text_below,image_above_text,below_image,text_explains_image,true,1,square,square,medium,high,medium,left_aligned,single_column,vertical,semi_symmetric,stable,false,false,1,bottom_full,top_left,top_area,none,next_page,single_page_with_text_below suits 1 image(s) with medium text because it keeps image-text balance while maintaining separated image and text areas.,"Synthetic augmented reference for LLM layout planning; use as structured design example, not as real publication evidence.",4
spread_133,Synthetic Brand Case Study 133,editorial,spread,148,210,true,1,medium,3303,false,false,Exhibition Catalog,balanced,single_left_image_right_text,image_page_text_page,right_of_image,text_contextualizes_image,true,1,square,square,high,high,medium,grid_aligned,spread_split,horizontal,asymmetric,stable,false,false,1,right_center,none,left_page_center,none,next_page,single_left_image_right_text suits 1 image(s) with medium text because it keeps image-text balance while maintaining separated image and text areas.,"Synthetic augmented reference for LLM layout planning; use as structured design example, not as real publication evidence.",4
spread_134,Synthetic Archive Layout 134,magazine,spread,148,210,true,1,medium,2767,true,false,Editorial,text-first,single_left_text_right_image,text_page_image_page,left_of_image,image_as_evidence,false,,landscape,wide,high,medium,high,left_aligned,two_column,horizontal,asymmetric,stable,false,false,1,left_page,none,right_page_full,none,next_page,single_left_text_right_image suits 1 image(s) with medium text because it keeps reading flow while maintaining separated image and text areas.,"Synthetic augmented reference for LLM layout planning; use as structured design example, not as real publication evidence.",4
spread_135,Synthetic Gallery Spread 135,trend_report,spread,148,210,true,2,short,938,true,true,Magazine,image-first,two_equal_images,paired_images,minimal_text_below,images_compare_each_other,true,1,portrait;portrait,tall,low,high,medium,centered,spread_split,horizontal,symmetric,stable,false,false,1,bottom_center,top_left,left_and_right_pages,equal_pair,next_page,two_equal_images suits 2 image(s) with short text because it keeps visual impact while maintaining separated image and text areas.,"Synthetic augmented reference for LLM layout planning; use as structured design example, not as real publication evidence.",2
spread_136,Synthetic Research Booklet 136,editorial,spread,148,210,true,2,short,926,true,false,Editorial,balanced,hero_image_plus_secondary,hero_plus_secondary,right_lower,hero_leads_support_explains,true,1,landscape;landscape,wide,medium,high,medium,left_aligned,two_column,vertical,asymmetric,stable,false,false,1,bottom_right,none,top_large,right_small,next_page,hero_image_plus_secondary suits 2 image(s) with short text because it keeps image-text balance while maintaining separated image and text areas.,"Synthetic augmented reference for LLM layout planning; use as structured design example, not as real publication evidence.",4
spread_137,Synthetic Brand Case Study 137,trend_report,spread,148,210,true,4,short,925,false,false,Editorial,balanced,grid_2x2_with_text,modular_image_grid,right_page_text,text_summarizes_gallery,true,1,landscape;portrait;portrait;square,mixed,medium,medium,medium,grid_aligned,2x2_grid,vertical,semi_symmetric,modular,false,false,1,right_page,none,grid_area,grid,next_page,grid_2x2_with_text suits 4 image(s) with short text because it keeps image-text balance while maintaining separated image and text areas.,"Synthetic augmented reference for LLM layout planning; use as structured design example, not as real publication evidence.",2
spread_138,Synthetic Magazine Spread 138,magazine,spread,148,210,true,3,short,111,true,false,Magazine,image-first,hero_plus_grid,hero_plus_support_grid,lower_right,hero_image_leads_gallery,true,1,landscape;portrait;square,mixed,medium,high,medium,left_aligned,modular_grid,vertical,asymmetric,layered,false,false,1,right_page,none,top_large,support_grid,next_page,hero_plus_grid suits 3 image(s) with short text because it keeps visual impact while maintaining separated image and text areas.,"Synthetic augmented reference for LLM layout planning; use as structured design example, not as real publication evidence.",4
spread_139,Synthetic Exhibition Catalog 139,magazine,spread,148,210,true,6,medium,2482,false,false,Magazine,balanced,gallery_with_text_block,image_cluster_text_block,right_page_text,text_contextualizes_gallery,false,,portrait;portrait;landscape;square;landscape;square,mixed,medium,medium,high,left_aligned,modular_grid,horizontal,asymmetric,dynamic,false,false,1,bottom_left,none,gallery_area,gallery,next_page,gallery_with_text_block suits 6 image(s) with medium text because it keeps image-text balance while maintaining separated image and text areas.,"Synthetic augmented reference for LLM layout planning; use as structured design example, not as real publication evidence.",4
spread_140,Synthetic Magazine Spread 140,editorial,spread,148,210,true,5,long,4074,true,false,Exhibition Catalog,text-first,one_page_gallery_one_page_text,image_page_text_page,right_page_text,text_contextualizes_images,true,1,landscape;portrait;square;portrait;landscape,mixed,high,medium,high,left_aligned,adaptive_grid,horizontal,asymmetric,stable,false,false,1,right_page,top_left,right_page_gallery,gallery,next_page,one_page_gallery_one_page_text suits 5 image(s) with long text because it keeps reading flow while maintaining separated image and text areas.,"Synthetic augmented reference for LLM layout planning; use as structured design example, not as real publication evidence.",1
spread_141,Synthetic Editorial Reference 141,report,spread,148,210,true,1,short,642,true,false,Exhibition Catalog,image-first,single_full_page,opposite_title_full_image,opposite_page_title,image_sets_mood,true,1,landscape,wide,low,high,high,left_aligned,two_column,horizontal,asymmetric,quiet,false,false,0,none,top_left,right_page_full,none,next_page,single_full_page suits 1 image(s) with short text because it keeps visual impact while maintaining separated image and text areas.,"Synthetic augmented reference for LLM layout planning; use as structured design example, not as real publication evidence.",2
spread_142,Synthetic Exhibition Catalog 142,magazine,spread,148,210,true,1,medium,1531,false,false,Editorial,balanced,single_page_with_text_below,image_above_text,below_image,image_introduces_text,true,1,square,square,medium,high,medium,left_aligned,single_column,vertical,semi_symmetric,stable,false,false,1,bottom_full,none,top_area,none,next_page,single_page_with_text_below suits 1 image(s) with medium text because it keeps image-text balance while maintaining separated image and text areas.,"Synthetic augmented reference for LLM layout planning; use as structured design example, not as real publication evidence.",4
spread_143,Synthetic Trend Report 143,report,spread,148,210,true,1,medium,1335,true,false,Exhibition Catalog,balanced,single_left_image_right_text,left_image_right_text,right_of_image,text_contextualizes_image,true,1,landscape,wide,medium,medium,high,left_aligned,spread_split,horizontal,asymmetric,quiet,false,false,1,right_center,top_right,left_page_full,none,next_page,single_left_image_right_text suits 1 image(s) with medium text because it keeps image-text balance while maintaining separated image and text areas.,"Synthetic augmented reference for LLM layout planning; use as structured design example, not as real publication evidence.",4
spread_144,Synthetic Visual Essay 144,report,spread,148,210,true,1,medium,2825,true,true,Editorial,text-first,single_left_text_right_image,text_page_image_page,left_page_text,image_as_evidence,false,,landscape,wide,high,medium,medium,left_aligned,spread_split,horizontal,asymmetric,quiet,false,false,1,left_center,top_left,right_page_center,none,next_page,single_left_text_right_image suits 1 image(s) with medium text because it keeps reading flow while maintaining separated image and text areas.,"Synthetic augmented reference for LLM layout planning; use as structured design example, not as real publication evidence.",1
spread_145,Synthetic Gallery Spread 145,trend_report,spread,148,210,true,2,short,90,false,false,Magazine,image-first,two_equal_images,one_image_each_page,none,visual_pair,false,,square;landscape,mixed,low,high,medium,centered,two_column,horizontal,semi_symmetric,paired,false,false,0,none,none,left_and_right_pages,equal_pair,next_page,two_equal_images suits 2 image(s) with short text because it keeps visual impact while maintaining separated image and text areas.,"Synthetic augmented reference for LLM layout planning; use as structured design example, not as real publication evidence.",4
spread_146,Synthetic Gallery Spread 146,archive,spread,148,210,true,2,medium,3492,true,false,Magazine,balanced,hero_image_plus_secondary,one_large_one_small,bottom_area,hero_leads_support_explains,true,1,square;landscape,mixed,medium,high,medium,grid_aligned,two_column,vertical,asymmetric,dynamic,false,false,1,bottom_right,none,top_large,lower_right,next_page,hero_image_plus_secondary suits 2 image(s) with medium text because it keeps image-text balance while maintaining separated image and text areas.,"Synthetic augmented reference for LLM layout planning; use as structured design example, not as real publication evidence.",2
spread_147,Synthetic Brand Case Study 147,report,spread,148,210,true,4,short,480,false,false,Editorial,balanced,grid_2x2_with_text,modular_image_grid,opposite_page_text,text_summarizes_gallery,false,,square;square;landscape;portrait,mixed,medium,medium,medium,grid_aligned,2x2_grid,horizontal,semi_symmetric,modular,false,false,1,right_page,none,grid_area,grid,next_page,grid_2x2_with_text suits 4 image(s) with short text because it keeps image-text balance while maintaining separated image and text areas.,"Synthetic augmented reference for LLM layout planning; use as structured design example, not as real publication evidence.",4
spread_148,Synthetic Magazine Spread 148,magazine,spread,148,210,true,3,medium,3212,false,false,Magazine,image-first,hero_plus_grid,hero_plus_support_grid,opposite_page_text,support_images_extend_story,true,1,portrait;portrait;landscape,mixed,medium,high,low,grid_aligned,modular_grid,horizontal,asymmetric,layered,false,false,1,right_page,none,top_large,right_grid,next_page,hero_plus_grid suits 3 image(s) with medium text because it keeps visual impact while maintaining separated image and text areas.,"Synthetic augmented reference for LLM layout planning; use as structured design example, not as real publication evidence.",2
spread_149,Synthetic Archive Layout 149,trend_report,spread,148,210,true,6,medium,3040,true,true,Editorial,balanced,gallery_with_text_block,adaptive_gallery,below_gallery,text_explains_image_set,false,,portrait;portrait;landscape;square;landscape;square,mixed,medium,medium,high,grid_aligned,adaptive_grid,horizontal,semi_symmetric,stable,false,false,1,beside_gallery,none,gallery_area,gallery,next_page,gallery_with_text_block suits 6 image(s) with medium text because it keeps image-text balance while maintaining separated image and text areas.,"Synthetic augmented reference for LLM layout planning; use as structured design example, not as real publication evidence.",1
spread_150,Synthetic Visual Essay 150,archive,spread,148,210,true,3,medium,2106,true,false,Editorial,text-first,one_page_gallery_one_page_text,image_page_text_page,left_page_text,images_support_long_text,true,1,portrait;portrait;landscape,mixed,high,medium,medium,left_aligned,adaptive_grid,horizontal,semi_symmetric,quiet,false,false,1,right_page,none,left_page_gallery,gallery,next_page,one_page_gallery_one_page_text suits 3 image(s) with medium text because it keeps reading flow while maintaining separated image and text areas.,"Synthetic augmented reference for LLM layout planning; use as structured design example, not as real publication evidence.",2
spread_151,Synthetic Brand Case Study 151,magazine,spread,148,210,true,1,short,217,true,true,Magazine,image-first,single_full_page,full_page_image,left_page_title,image_establishes_theme,true,1,landscape,wide,low,high,high,left_aligned,two_column,horizontal,asymmetric,stable,false,false,0,none,top_left,right_page_full,none,next_page,single_full_page suits 1 image(s) with short text because it keeps visual impact while maintaining separated image and text areas.,"Synthetic augmented reference for LLM layout planning; use as structured design example, not as real publication evidence.",2
spread_152,Synthetic Exhibition Catalog 152,exhibition_catalog,spread,148,210,true,1,short,959,true,false,Magazine,balanced,single_page_with_text_below,large_image_top_body_bottom,below_image,text_explains_image,true,1,square,square,medium,high,medium,left_aligned,single_column,vertical,asymmetric,stable,false,false,1,bottom_left,none,top_area,none,next_page,single_page_with_text_below suits 1 image(s) with short text because it keeps image-text balance while maintaining separated image and text areas.,"Synthetic augmented reference for LLM layout planning; use as structured design example, not as real publication evidence.",4
spread_153,Synthetic Brand Case Study 153,report,spread,148,210,true,1,long,4207,true,true,Exhibition Catalog,balanced,single_left_image_right_text,image_page_text_page,right_page_text,text_contextualizes_image,true,1,square,square,high,medium,medium,grid_aligned,two_column,horizontal,semi_symmetric,stable,false,false,1,right_center,top_right,left_page_center,none,next_page,single_left_image_right_text suits 1 image(s) with long text because it keeps image-text balance while maintaining separated image and text areas.,"Synthetic augmented reference for LLM layout planning; use as structured design example, not as real publication evidence.",2
spread_154,Synthetic Magazine Spread 154,brand_case,spread,148,210,true,1,long,5348,true,false,Editorial,text-first,single_left_text_right_image,left_text_right_image,left_of_image,image_supports_text,false,,square,square,high,medium,medium,left_aligned,spread_split,horizontal,asymmetric,quiet,false,false,1,left_center,top_left,right_page_center,none,next_page,single_left_text_right_image suits 1 image(s) with long text because it keeps reading flow while maintaining separated image and text areas.,"Synthetic augmented reference for LLM layout planning; use as structured design example, not as real publication evidence.",4
spread_155,Synthetic Brand Case Study 155,report,spread,148,210,true,2,short,1094,true,false,Magazine,image-first,two_equal_images,paired_images,small_text_center,images_compare_each_other,true,1,landscape;landscape,wide,low,high,high,centered,spread_split,horizontal,semi_symmetric,stable,false,false,0,bottom_center,top_left,left_and_right_pages,equal_pair,next_page,two_equal_images suits 2 image(s) with short text because it keeps visual impact while maintaining separated image and text areas.,"Synthetic augmented reference for LLM layout planning; use as structured design example, not as real publication evidence.",2
spread_156,Synthetic Magazine Spread 156,brand_case,spread,148,210,true,2,medium,2954,true,false,Magazine,balanced,hero_image_plus_secondary,one_large_one_small,bottom_area,hero_leads_support_explains,true,1,landscape;portrait,mixed,medium,high,medium,grid_aligned,two_column,horizontal,asymmetric,stable,false,false,1,lower_left,none,left_large,right_small,next_page,hero_image_plus_secondary suits 2 image(s) with medium text because it keeps image-text balance while maintaining separated image and text areas.,"Synthetic augmented reference for LLM layout planning; use as structured design example, not as real publication evidence.",2
spread_157,Synthetic Campaign Report 157,archive,spread,148,210,true,3,medium,2520,false,false,Magazine,balanced,grid_2x2_with_text,two_by_two_grid,right_page_text,images_as_grouped_evidence,true,1,landscape;landscape;square,mixed,medium,medium,medium,grid_aligned,2x2_grid,horizontal,symmetric,stable,false,false,1,bottom_left,none,grid_area,grid,next_page,grid_2x2_with_text suits 3 image(s) with medium text because it keeps image-text balance while maintaining separated image and text areas.,"Synthetic augmented reference for LLM layout planning; use as structured design example, not as real publication evidence.",2
spread_158,Synthetic Gallery Spread 158,brand_case,spread,148,210,true,4,short,894,true,false,Exhibition Catalog,image-first,hero_plus_grid,hero_plus_support_grid,opposite_page_text,hero_image_leads_gallery,true,1,landscape;portrait;portrait;square,mixed,medium,high,low,left_aligned,hero_grid,horizontal,asymmetric,layered,false,false,1,lower_right,top_left,top_large,right_grid,next_page,hero_plus_grid suits 4 image(s) with short text because it keeps visual impact while maintaining separated image and text areas.,"Synthetic augmented reference for LLM layout planning; use as structured design example, not as real publication evidence.",1
spread_159,Synthetic Campaign Report 159,archive,spread,148,210,true,4,medium,2437,false,false,Editorial,balanced,gallery_with_text_block,gallery_plus_text_block,below_gallery,text_contextualizes_gallery,false,,square;square;landscape;portrait,mixed,medium,medium,medium,left_aligned,adaptive_grid,horizontal,semi_symmetric,dynamic,false,false,1,bottom_left,none,gallery_area,gallery,next_page,gallery_with_text_block suits 4 image(s) with medium text because it keeps image-text balance while maintaining separated image and text areas.,"Synthetic augmented reference for LLM layout planning; use as structured design example, not as real publication evidence.",1
